popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
75,0.0495,0.612,240400,0.807,0.0177,0.101,-2.81,0.0336,124.053,0.398
45,0.00821,0.551,200013,0.704,2.25E-06,0.245,-5.426,0.0444,97.075,0.541
42,0.0272,0.375,208187,0.859,0,0.267,-3.243,0.0569,74.059,0.597
46,0.69,0.699,123360,0.408,0.000219,0.145,-11.46,0.096,171.922,0.842
54,0.152,0.555,238600,0.726,0.000178,0.148,-8.939,0.0368,107.719,0.505
42,0.571,0.64,243000,0.478,0,0.0902,-6.96,0.033,136.717,0.315
44,0.13,0.435,220413,0.846,0,0.092,-4.169,0.0496,199.895,0.631
41,0.199,0.638,219573,0.412,9.27E-06,0.319,-12.901,0.0242,92.832,0.509
42,0.0293,0.387,234307,0.874,1.72E-05,0.171,-4.528,0.053,168.105,0.674
42,0.173,0.633,183600,0.444,3.33E-06,0.0821,-14.09,0.0264,106.111,0.45
52,0.469,0.587,211667,0.201,2.58E-05,0.119,-13.299,0.0301,90.018,0.3
41,0.291,0.538,254040,0.665,7.16E-06,0.0809,-5.189,0.0327,132.085,0.34
42,0.0566,0.505,188018,0.756,0,0.198,-7.972,0.0447,156.088,0.898
58,0.657,0.401,211973,0.285,1.13E-05,0.158,-11.005,0.0327,130.465,0.267
44,0.0181,0.734,197176,0.808,0,0.323,-5.375,0.232,149.995,0.433
51,0.00537,0.547,206013,0.779,0,0.14,-5.563,0.0358,126.97,0.361
43,0.00761,0.647,218147,0.87,2.15E-05,0.23,-6.032,0.035,129.26,0.912
45,0.06,0.493,262720,0.78,0.000248,0.192,-4.127,0.0485,119.996,0.19
47,0.476,0.417,200055,0.322,3.19E-06,0.16,-10.992,0.0538,203.84,0.395
43,0.773,0.687,320040,0.543,2.19E-06,0.705,-10.151,0.0521,129.296,0.807
42,0.197,0.577,212707,0.784,0,0.0963,-4.396,0.0493,158.085,0.757
45,0.54,0.551,209467,0.269,0,0.103,-9.782,0.028,76.511,0.476
43,0.0655,0.618,226187,0.79,0.00641,0.11,-4.973,0.0445,119.987,0.545
42,0.096,0.589,209440,0.614,0.00155,0.116,-5.108,0.027,106.104,0.111
42,0.241,0.511,227667,0.563,9.71E-05,0.188,-8.881,0.0267,135.336,0.459
42,0.0173,0.593,278600,0.713,0.0647,0.128,-6.227,0.0247,78.998,0.522
44,0.0925,0.608,291467,0.649,8.49E-05,0.553,-7.876,0.19,167.936,0.505
58,0.583,0.528,183187,0.472,0,0.129,-10.428,0.0267,134.099,0.251
44,0.0167,0.61,192585,0.844,1.21E-06,0.0703,-5.592,0.0664,183.989,0.852
43,0.0912,0.528,207827,0.904,0,0.0424,-4.939,0.0387,170.048,0.757
42,0.288,0.592,269200,0.633,0.0104,0.638,-9.621,0.0456,120.32,0.57
42,0.0271,0.635,180547,0.668,0,0.107,-6.241,0.0428,88.017,0.252
43,0.0047,0.413,213348,0.889,0,0.348,-3.924,0.0503,177.973,0.602
46,0.277,0.683,213653,0.456,1.66E-05,0.142,-6.588,0.0277,127.954,0.0987
55,0.78,0.483,196467,0.341,0.00157,0.188,-9.833,0.0261,87.31,0.618
42,0.879,0.462,132200,0.392,0.00157,0.122,-11.522,0.0393,83.267,0.383
44,0.841,0.659,203600,0.34,0.000598,0.222,-14.976,0.035,81.64,0.694
48,0.94,0.686,288000,0.143,7.65E-05,0.0792,-14.701,0.042,101.651,0.351
44,0.702,0.581,221333,0.326,0,0.141,-14.924,0.0323,94.76,0.611
42,0.312,0.344,235187,0.532,0,0.262,-6.907,0.0298,172.606,0.286
44,0.468,0.544,304400,0.301,0,0.127,-11.091,0.0352,73.322,0.226
44,0.0872,0.55,202647,0.859,3.48E-05,0.37,-3.306,0.0565,148.108,0.803
47,0.858,0.634,257054,0.287,0,0.1,-10.631,0.0366,114.8,0.471
43,0.00994,0.51,198253,0.961,0,0.023,-2.57,0.0461,180.08,0.823
43,0.426,0.77,163760,0.548,0,0.105,-6.411,0.0335,86.004,0.402
43,0.446,0.415,173199,0.418,0,0.343,-10.494,0.0377,161.758,0.662
42,0.3,0.701,167760,0.743,1.30E-05,0.2,-4.328,0.0319,134.939,0.948
53,0.641,0.522,184208,0.55,0,0.328,-7.98,0.0313,79.995,0.676
46,0.0442,0.359,403760,0.612,0.000716,0.124,-9.412,0.0815,152.841,0.437
42,0.419,0.493,213293,0.479,8.76E-05,0.152,-7.483,0.0286,141.584,0.39
42,0.0408,0.485,241257,0.592,9.99E-05,0.0991,-7.011,0.0272,75.027,0.193
43,0.00376,0.601,198573,0.894,3.09E-06,0.0813,-4.066,0.041,107.984,0.587
56,0.0675,0.609,184653,0.489,0,0.101,-12.9,0.0383,97.163,0.132
44,0.00667,0.648,209080,0.693,0.000232,0.0663,-7.071,0.0332,117.035,0.268
54,0.357,0.648,172093,0.472,0,0.313,-13.103,0.102,142.184,0.907
42,0.212,0.463,217067,0.819,0.000268,0.0599,-7.662,0.0357,183.998,0.591
43,0.0298,0.414,193507,0.897,0,0.151,-4.279,0.0796,164.038,0.798
43,0.278,0.679,228533,0.591,0,0.136,-6.795,0.0777,80.999,0.444
42,0.000464,0.591,210016,0.851,0,0.0851,-4.385,0.0494,144.049,0.914
41,0.0336,0.652,223773,0.574,0,0.166,-6.15,0.0276,83.054,0.503
43,0.00658,0.617,244560,0.769,0,0.118,-4.076,0.0291,113.913,0.515
43,0.295,0.575,160240,0.616,0,0.118,-7.627,0.0957,128.126,0.335
42,0.56,0.536,217293,0.316,7.09E-05,0.0705,-14.995,0.0238,90.498,0.358
44,0.162,0.614,236931,0.673,4.09E-06,0.194,-5.883,0.0302,130.08,0.254
41,0.0474,0.679,155627,0.896,3.26E-06,0.104,-4.312,0.0445,108.032,0.764
43,0.00251,0.432,199653,0.926,0,0.442,-3.269,0.0367,170.996,0.692
43,0.726,0.484,215240,0.434,0,0.0941,-6.931,0.0357,130.121,0.26
43,0.0446,0.481,240507,0.509,0.00024,0.105,-5.581,0.0254,135.842,0.215
52,0.157,0.632,263133,0.781,0.00601,0.251,-11.4,0.0391,104.797,0.843
51,0.00549,0.511,184868,0.813,0.00207,0.0969,-6.78,0.0357,121.801,0.826
43,0.138,0.558,222827,0.499,8.33E-06,0.0488,-6.898,0.0262,155.951,0.67
43,0.00112,0.507,166000,0.961,4.65E-06,0.226,-4.391,0.0934,170.029,0.514
53,0.00625,0.528,256413,0.556,0.0429,0.336,-5.945,0.0396,80.038,0.512
44,0.439,0.671,181353,0.609,0,0.142,-4.854,0.0338,99.996,0.57
43,0.0578,0.613,276747,0.766,0.000244,0.155,-5.925,0.0389,157.916,0.807
43,0.0328,0.499,224467,0.839,3.46E-06,0.0378,-5.281,0.0549,138.087,0.592
40,0.418,0.853,145200,0.401,0.000269,0.222,-12.526,0.0325,120.049,0.663
47,0.165,0.614,189107,0.625,0,0.11,-5.814,0.0341,115.003,0.278
44,0.0291,0.696,223973,0.778,1.77E-06,0.13,-7.28,0.0286,119.93,0.746
42,0.0389,0.756,201763,0.75,0,0.0298,-5.619,0.0519,104.987,0.695
43,0.00134,0.522,217906,0.877,1.31E-05,0.358,-4.401,0.0288,96.543,0.782
43,0.354,0.802,247093,0.64,0,0.113,-6.168,0.0886,105,0.403
43,0.91,0.752,311373,0.11,9.98E-05,0.0963,-13.8,0.0506,130.216,0.306
44,0.344,0.556,184240,0.911,0.101,0.171,-3.822,0.0707,172.324,0.901
43,0.123,0.578,201027,0.44,0,0.145,-14.644,0.111,85.213,0.439
43,0.0125,0.637,215880,0.915,0,0.0477,-5.508,0.0494,109.018,0.718
43,0.405,0.404,190640,0.616,0,0.368,-6.457,0.0308,84.767,0.343
44,0.205,0.691,176840,0.948,0,0.303,-4.114,0.0539,136.075,0.874
43,0.732,0.552,226867,0.226,0,0.0864,-13.853,0.0284,89.186,0.486
43,0.252,0.718,170918,0.86,0,0.0703,-4.162,0.0409,93.022,0.883
43,0.103,0.615,224333,0.405,0,0.103,-6.885,0.0242,112,0.207
43,0.0127,0.416,207040,0.917,0.000352,0.173,-5.302,0.0765,123.951,0.719
42,0.0393,0.547,215333,0.805,1.75E-05,0.332,-4.34,0.0293,110.027,0.557
45,0.53,0.533,182467,0.52,0,0.173,-12.32,0.0472,83.194,0.652
42,0.00618,0.59,177707,0.645,0,0.0585,-6.337,0.027,105.952,0.463
51,0.0531,0.583,182800,0.833,5.57E-05,0.16,-8.29,0.0343,119.884,0.81
42,0.58,0.737,193093,0.41,0,0.25,-11.088,0.0353,104.647,0.397
42,0.154,0.575,214827,0.797,0,0.282,-5.2,0.0305,90.907,0.744
44,0.592,0.616,144467,0.271,2.80E-05,0.0929,-12.003,0.0326,101.906,0.55
42,0.412,0.485,212293,0.904,0,0.24,-4.2,0.0615,168.076,0.698
42,0.0893,0.649,175733,0.596,6.69E-06,0.0624,-12.043,0.0318,170.134,0.924
45,0.00192,0.327,194107,0.835,0.00015,0.167,-4.952,0.0609,171.795,0.385
43,0.49,0.592,244708,0.46,0,0.0918,-11.275,0.0901,136.132,0.812
42,0.282,0.483,243200,0.366,0,0.102,-7.734,0.0297,118.259,0.375
43,0.272,0.585,191640,0.753,0,0.197,-5.871,0.0626,171.987,0.892
43,0.0478,0.695,221299,0.694,0,0.355,-6.528,0.167,153.989,0.279
42,0.0485,0.514,210107,0.634,0,0.0918,-6.568,0.032,151.987,0.331
48,0.863,0.515,323658,0.329,0.00523,0.759,-10.557,0.0319,84.459,0.346
42,0.758,0.563,253980,0.368,0,0.0791,-11.92,0.0324,73.262,0.355
45,0.00776,0.556,175067,0.866,0.0201,0.439,-6.293,0.0405,99.969,0.529
42,0.00284,0.433,247267,0.871,0,0.0866,-4.61,0.0424,164.03,0.597
41,0.00453,0.576,222267,0.938,4.73E-06,0.196,-3.289,0.172,162.05,0.763
43,0.00578,0.464,203547,0.717,0.000331,0.102,-7.605,0.0336,164.065,0.401
42,0.32,0.599,210843,0.574,0,0.226,-7.363,0.0434,147.751,0.677
44,0.0351,0.602,246696,0.721,0,0.194,-8.296,0.14,150.1,0.478
44,0.145,0.545,200493,0.887,0,0.24,-3.598,0.0271,88.046,0.538
51,0.0562,0.342,450333,0.819,0.0338,0.145,-6.885,0.0524,127.102,0.537
42,0.179,0.523,284000,0.521,1.44E-05,0.102,-6.756,0.026,137.016,0.288
50,0.866,0.47,320520,0.22,1.07E-06,0.113,-11.727,0.043,156.109,0.349
44,0.125,0.854,170400,0.741,0,0.324,-6.565,0.208,97.01,0.618
44,0.622,0.647,169440,0.443,0,0.201,-6.96,0.0259,82.896,0.744
42,0.072,0.728,197227,0.71,2.82E-05,0.053,-6.74,0.0448,103.025,0.73
42,0.0656,0.574,206400,0.897,0,0.304,-4.464,0.0395,100.016,0.75
45,0.154,0.581,216867,0.455,3.95E-05,0.619,-14.154,0.0319,129.943,0.621
42,0.0126,0.369,271653,0.956,0,0.955,-4.956,0.0641,167.99,0.345
45,0.0996,0.27,251289,0.797,2.05E-06,0.109,-6.528,0.0418,149.017,0.465
43,0.479,0.68,157024,0.695,0,0.431,-8.138,0.0415,140.067,0.347
43,0.0164,0.594,186389,0.846,0,0.415,-11.053,0.149,161.957,0.331
44,0.367,0.689,238973,0.472,0,0.293,-12.385,0.124,80.905,0.814
42,0.628,0.459,242933,0.328,1.25E-06,0.0912,-10.638,0.0272,162.04,0.244
42,0.175,0.677,234093,0.598,0,0.201,-12.983,0.0407,140.616,0.761
43,0.0105,0.804,171209,0.691,0,0.0548,-8.13,0.106,151.935,0.418
42,0.716,0.424,244093,0.313,0,0.951,-11.334,0.0359,115.084,0.374
45,0.634,0.649,205614,0.623,0,0.0802,-6.038,0.0603,86.062,0.263
45,0.126,0.692,206800,0.569,0,0.101,-13.246,0.0274,131.154,0.843
44,0.204,0.674,246938,0.67,0,0.289,-6.457,0.061,143.948,0.371
41,0.575,0.646,204267,0.311,0,0.105,-10.662,0.0316,131.054,0.285
42,0.0332,0.525,188573,0.768,0,0.0884,-5.86,0.0283,143.985,0.657
43,0.848,0.458,206840,0.358,0,0.126,-7.115,0.0286,145.747,0.208
43,0.0862,0.674,205587,0.699,0,0.0879,-5.999,0.0295,94.976,0.619
41,0.307,0.588,225907,0.345,3.52E-05,0.136,-10.247,0.0321,84.571,0.279
45,0.185,0.685,274307,0.939,0,0.771,-2.134,0.188,139.953,0.395
53,0.222,0.718,302500,0.812,1.41E-06,0.147,-6.977,0.205,93.629,0.706
41,0.187,0.621,246493,0.475,0,0.0609,-9.341,0.0265,129.891,0.319
41,0.246,0.628,222160,0.538,0.00215,0.107,-11.525,0.0324,155.093,0.871
44,0.0534,0.65,205618,0.627,0,0.07,-5.004,0.0257,132.08,0.597
50,0.306,0.43,209800,0.682,7.28E-06,0.128,-10.821,0.0467,168.968,0.963
42,0.112,0.442,206707,0.717,6.32E-06,0.28,-5.587,0.0383,147.985,0.331
43,0.138,0.524,179733,0.906,0,0.122,-3.61,0.0479,139.914,0.774
45,0.0769,0.636,211830,0.651,0,0.0681,-5.735,0.0266,90.96,0.673
49,0.862,0.521,200147,0.218,0.00107,0.121,-10.288,0.0484,142.627,0.292
44,0.0497,0.802,171398,0.506,0,0.129,-8.231,0.249,126.006,0.398
42,0.0759,0.637,190747,0.79,0,0.139,-4.336,0.0301,76.975,0.678
41,0.137,0.301,208200,0.78,3.21E-05,0.225,-4.389,0.0345,173.876,0.284
44,0.0141,0.447,212701,0.89,0,0.0858,-4.563,0.0676,93.894,0.303
48,0.0482,0.745,156960,0.828,0.435,0.0967,-9.576,0.046,133.942,0.971
50,0.713,0.591,269680,0.411,0,0.115,-7.496,0.0299,153.616,0.454
43,0.128,0.548,274718,0.921,0,0.144,-4.54,0.085,168.27,0.761
43,0.396,0.505,209200,0.533,0,0.118,-6.452,0.0297,142.135,0.104
42,0.0113,0.573,165880,0.835,0,0.136,-5.981,0.0322,111.031,0.598
43,0.405,0.801,243500,0.582,1.07E-06,0.153,-6.843,0.242,81.012,0.64
0,0.0077,0.636,181360,0.949,3.29E-05,0.284,-3.907,0.0679,123.937,0.793
0,0.0476,0.566,146667,0.716,0,0.2,-13.293,0.0396,156.122,0.937
42,0.242,0.541,189960,0.798,0,0.134,-5.236,0.0541,173.075,0.808
0,0.0574,0.481,261853,0.523,0,0.0699,-8.416,0.0285,130.135,0.202
42,0.0446,0.63,242427,0.877,0,0.113,-4.106,0.0321,112.051,0.758
44,0.00123,0.509,218827,0.826,5.96E-06,0.261,-5.721,0.0386,156.115,0.489
50,0.912,0.389,234600,0.317,0.0173,0.091,-9.042,0.0255,83.421,0.266
42,0.0181,0.454,245907,0.827,3.91E-06,0.114,-6.318,0.0485,132.687,0.355
42,0.19,0.552,266520,0.384,3.30E-05,0.0852,-9.641,0.0249,139.986,0.286
45,0.739,0.471,477573,0.348,0,0.0739,-8.207,0.0345,141.514,0.455
49,0.238,0.677,227440,0.781,0,0.0762,-6.282,0.0346,95.03,0.816
46,0.123,0.38,243267,0.596,1.46E-06,0.132,-3.469,0.0315,134.443,0.16
42,0.475,0.453,190213,0.587,0,0.109,-7.584,0.0406,145.334,0.625
42,0.0664,0.63,229120,0.849,1.77E-06,0.195,-5.43,0.0397,85.957,0.775
41,0.516,0.467,175000,0.44,1.31E-06,0.0766,-10,0.0433,140.544,0.335
43,0.772,0.568,321373,0.0985,1.18E-06,0.0917,-15.643,0.0322,132.77,0.194
48,0.663,0.592,238421,0.465,0.000776,0.0918,-10.015,0.0279,75.976,0.283
55,0.7,0.566,239107,0.669,0.0654,0.588,-10.081,0.0694,149.702,0.92
44,0.252,0.602,307867,0.24,0.00101,0.219,-18.565,0.0306,79.99,0.208
42,0.583,0.737,178733,0.59,0,0.123,-5.571,0.0292,116.003,0.84
42,0.756,0.63,182947,0.666,0,0.196,-5.182,0.0289,103.007,0.542
42,0.235,0.639,176325,0.713,0,0.244,-6.73,0.0286,95.94,0.657
53,0.957,0.501,155160,0.175,0.477,0.0912,-11.721,0.0307,105.724,0.232
46,0.0309,0.536,209580,0.825,0,0.11,-4.724,0.0623,99.94,0.779
43,0.00881,0.574,208933,0.949,3.82E-05,0.277,-2.799,0.0383,114.271,0.755
43,0.634,0.724,170733,0.288,9.03E-06,0.144,-13.873,0.0296,109.431,0.403
42,0.0228,0.603,222893,0.86,4.27E-06,0.463,-6.82,0.0332,140.768,0.947
41,0.308,0.586,193800,0.765,0,0.134,-5.833,0.0357,91.029,0.492
42,0.0697,0.468,214853,0.777,0,0.155,-4.954,0.0395,174.065,0.245
41,0.0391,0.469,210733,0.895,5.01E-05,0.0954,-4.931,0.0604,128.571,0.299
42,0.00027,0.481,255040,0.867,1.57E-06,0.0469,-3.54,0.0488,125.027,0.309
41,0.278,0.619,141827,0.264,0,0.0983,-12.806,0.0252,93.969,0.449
43,0.0657,0.715,216053,0.644,0,0.0869,-5.917,0.0377,136.017,0.641
42,0.536,0.681,210280,0.66,0,0.203,-7.232,0.0393,140.034,0.792
42,0.0221,0.618,182015,0.778,0.0204,0.343,-5.069,0.134,173.938,0.36
42,0.262,0.548,195373,0.646,1.60E-06,0.0694,-6.636,0.0325,77.042,0.356
49,0.422,0.59,155040,0.586,4.46E-05,0.337,-9.158,0.0344,91.17,0.729
43,0.0102,0.47,190006,0.81,2.81E-05,0.134,-4.386,0.0313,83.455,0.425
42,0.526,0.724,178906,0.57,0,0.423,-6.686,0.0907,103.969,0.53
45,0.598,0.695,250333,0.39,0,0.106,-11.192,0.0272,111.705,0.274
42,0.12,0.567,188133,0.792,0,0.157,-5.851,0.0529,150.627,0.557
43,0.379,0.605,184107,0.812,0,0.0756,-3.386,0.0695,94.825,0.938
49,0.354,0.57,250120,0.534,0.00346,0.0395,-9.785,0.028,107.119,0.961
0,0.00973,0.601,268386,0.831,0.163,0.321,-5.946,0.0283,116.901,0.707
44,0.388,0.662,151933,0.615,0,0.0762,-10.944,0.0389,98.457,0.947
54,0.0293,0.356,186400,0.573,0,0.0985,-6.692,0.0459,149.199,0.25
53,0.177,0.655,304693,0.429,0,0.0643,-12.824,0.0289,118.732,0.528
50,0.157,0.509,275360,0.677,2.07E-06,0.108,-3.733,0.0355,96.99,0.715
42,0.0318,0.631,205053,0.792,0,0.106,-6.39,0.0513,120.004,0.437
51,0.395,0.51,339493,0.393,0,0.138,-9.526,0.0364,143.739,0.269
43,0.188,0.579,212213,0.679,0,0.332,-5.648,0.0298,157.959,0.404
48,0.659,0.519,162507,0.374,6.88E-06,0.644,-13.115,0.0314,109.253,0.521
43,0.354,0.645,250200,0.644,0,0.149,-7.214,0.0298,149.887,0.66
42,0.0302,0.645,219613,0.799,2.43E-06,0.351,-5.085,0.0293,105.018,0.558
45,0.228,0.672,221760,0.731,0,0.0661,-8.791,0.0282,134.376,0.913
42,0.145,0.579,209360,0.859,0,0.0675,-3.807,0.0587,116.014,0.422
42,0.122,0.686,174227,0.432,4.97E-05,0.0872,-14.904,0.0724,82.732,0.722
43,0.0281,0.612,165560,0.877,0,0.233,-6.019,0.119,99.494,0.706
42,0.784,0.431,289573,0.362,0,0.908,-8.129,0.0338,102.141,0.321
43,0.019,0.769,166101,0.565,3.87E-06,0.119,-10.817,0.246,139.029,0.254
41,0.00403,0.538,203467,0.93,0.0242,0.0922,-5.405,0.0689,145.865,0.622
41,0.019,0.468,169611,0.876,0,0.299,-4.39,0.0475,145.97,0.551
42,0.0921,0.593,197107,0.827,0,0.0561,-3.227,0.0398,81.062,0.784
43,0.199,0.705,240000,0.675,0,0.274,-5.713,0.043,143.949,0.778
43,0.684,0.7,168120,0.45,6.36E-05,0.158,-11.023,0.0308,109.333,0.704
41,0.179,0.667,235600,0.825,1.86E-05,0.24,-6.621,0.0485,151.544,0.749
42,0.299,0.574,235987,0.672,0.000911,0.0614,-8.065,0.0352,152.11,0.545
44,0.627,0.569,216747,0.623,0,0.126,-5.167,0.03,77.983,0.441
41,0.373,0.603,177467,0.651,0,0.163,-9.977,0.0267,146.519,0.83
40,0.0885,0.538,214680,0.684,3.13E-06,0.125,-3.891,0.0287,144.933,0.681
42,0.233,0.698,238507,0.381,8.51E-06,0.106,-11.281,0.0291,86.302,0.365
42,0.16,0.571,250310,0.607,0.0261,0.114,-6.335,0.0256,92.204,0.407
43,0.412,0.487,261267,0.311,0.000466,0.164,-9.901,0.0287,139.878,0.252
42,0.102,0.584,187120,0.788,0,0.123,-5.844,0.0571,134.038,0.401
42,0.116,0.515,230853,0.685,0,0.102,-6.127,0.0295,170.075,0.651
43,0.476,0.681,174067,0.767,0.0121,0.0601,-4.343,0.0728,81.009,0.752
44,0.274,0.456,303987,0.0999,0.000669,0.12,-16.265,0.0341,147.081,0.122
42,0.555,0.583,214813,0.568,0,0.0953,-7.116,0.0335,75.955,0.227
42,0.132,0.527,208440,0.823,0,0.216,-3.892,0.0349,97.978,0.634
42,0.0108,0.471,204520,0.945,0,0.261,-2.871,0.0452,150.982,0.706
41,0.437,0.536,202067,0.592,0,0.145,-6.836,0.0432,81.909,0.271
43,0.195,0.757,124489,0.719,0,0.357,-6.073,0.142,116.94,0.417
42,0.00723,0.358,256333,0.626,1.43E-05,0.111,-7.138,0.0299,158.819,0.455
41,0.244,0.752,179373,0.488,0,0.0491,-11.498,0.0263,88.945,0.804
43,0.00808,0.607,157730,0.696,0,0.126,-7.29,0.0273,93.993,0.689
42,0.24,0.731,177880,0.556,0.0093,0.0379,-11.448,0.0413,119.917,0.516
42,0.31,0.639,196599,0.694,0,0.127,-6.104,0.0333,74.988,0.625
42,0.711,0.658,220907,0.439,0,0.0922,-10.454,0.0348,106.932,0.565
41,0.614,0.534,224027,0.351,0,0.113,-6.908,0.0268,117.97,0.174
42,0.0921,0.591,188918,0.632,1.04E-05,0.122,-9.872,0.0493,84.76,0.401
41,0.0434,0.439,282760,0.596,0.000795,0.0803,-7.427,0.0593,99.691,0.567
42,0.15,0.518,268413,0.424,0,0.217,-7.599,0.0306,129.905,0.217
41,0.245,0.525,285187,0.795,0,0.098,-4.696,0.0402,137.881,0.25
41,0.186,0.515,232467,0.535,0,0.134,-6.492,0.0329,180.046,0.379
42,0.869,0.33,263280,0.234,0,0.0983,-9.771,0.0305,175.539,0.239
41,0.0308,0.602,239813,0.944,0.00256,0.436,-4.238,0.0427,106.958,0.797
41,0.469,0.568,243079,0.592,0,0.126,-4.468,0.0272,113.946,0.263
45,0.506,0.356,228200,0.793,1.84E-05,0.0909,-6.707,0.0392,178.203,0.85
41,0.315,0.71,259427,0.35,7.32E-05,0.0525,-11.244,0.0304,119.969,0.544
41,0.137,0.55,186480,0.654,0,0.36,-4.794,0.0301,90.575,0.423
43,0.853,0.348,212827,0.204,1.50E-06,0.139,-10.576,0.0292,174.519,0.174
41,0.385,0.626,216760,0.713,5.86E-05,0.0902,-4.58,0.0431,131.952,0.482
43,0.259,0.332,237933,0.603,0,0.174,-7.133,0.0366,88.236,0.284
41,0.0889,0.422,169867,0.549,3.19E-05,0.0778,-4.266,0.027,74.925,0.2
41,0.0456,0.55,201867,0.61,0,0.11,-6.358,0.0388,168.186,0.357
42,0.0266,0.554,179808,0.88,0,0.114,-3.714,0.0437,142.147,0.558
45,0.0661,0.563,191800,0.764,0,0.386,-5.164,0.0329,169.695,0.787
49,0.078,0.827,235147,0.725,0,0.182,-9.866,0.0999,129.984,0.12
43,0.125,0.668,196261,0.918,0,0.221,-8.163,0.448,152.001,0.441
43,0.738,0.645,197440,0.639,1.68E-05,0.226,-2.506,0.0281,131.251,0.249
45,0.0808,0.613,201400,0.78,0,0.128,-2.236,0.0513,125.023,0.212
43,0.173,0.61,241320,0.685,0,0.301,-5.052,0.041,79.945,0.432
42,0.47,0.572,181440,0.557,0,0.119,-4.943,0.0267,128.309,0.396
44,0.103,0.564,192200,0.762,0,0.107,-3.839,0.028,92.915,0.466
44,0.0074,0.442,213093,0.746,0,0.0996,-5.883,0.0335,126.035,0.414
41,0.225,0.571,177987,0.823,0,0.309,-3.687,0.0412,154.02,0.829
43,0.0955,0.7,137813,0.688,0,0.141,-10.366,0.138,90.475,0.627
43,0.0082,0.478,235600,0.723,0,0.137,-5.621,0.385,82.938,0.417
44,0.66,0.667,155373,0.394,0,0.0653,-8.741,0.0259,108.432,0.531
43,0.632,0.759,120893,0.424,0.0195,0.0996,-13.062,0.0406,108.18,0.774
44,0.508,0.649,162400,0.506,0.00155,0.0723,-13.185,0.0352,92.166,0.824
42,0.114,0.623,221133,0.3,0.0159,0.0979,-14.963,0.0269,89.446,0.257
43,0.0263,0.739,192327,0.914,0,0.277,-4.595,0.218,134.072,0.842
42,0.34,0.362,246387,0.602,0.00139,0.0675,-6.139,0.0315,94.477,0.232
46,0.388,0.654,214571,0.612,0,0.152,-7.181,0.029,135.013,0.71
43,0.0263,0.492,209373,0.809,0,0.458,-4.4,0.0365,160.136,0.421
46,0.953,0.521,155573,0.311,0.000443,0.187,-11.262,0.0458,180.19,0.575
42,0.447,0.755,201293,0.279,0,0.0575,-14.788,0.0328,116.821,0.405
44,0.711,0.657,132447,0.558,0,0.334,-8.736,0.0413,77.849,0.906
41,0.216,0.477,273027,0.514,0,0.0598,-7.027,0.0311,72.687,0.217
41,0.202,0.437,242293,0.481,2.08E-06,0.244,-5.895,0.0331,149.566,0.206
41,0.13,0.571,227787,0.529,0,0.423,-5.83,0.0255,90.001,0.353
43,0.0543,0.843,144427,0.562,0.00108,0.188,-11.747,0.275,120.917,0.196
46,0.00198,0.333,329640,0.884,0.00165,0.0886,-5.705,0.0995,151.996,0.607
41,0.148,0.377,208880,0.717,0.00537,0.104,-4.93,0.0367,176.068,0.525
41,0.573,0.613,149307,0.554,0,0.173,-8.495,0.0267,70.303,0.787
41,0.125,0.528,228467,0.871,0,0.23,-8.01,0.122,181.909,0.675
43,0.0643,0.414,219733,0.749,2.95E-05,0.284,-5.135,0.0319,167.991,0.421
48,0.214,0.758,299212,0.685,0.000213,0.0739,-5.818,0.0446,116.991,0.065
43,0.216,0.485,286987,0.668,0.000378,0.274,-3.743,0.0303,135.983,0.218
42,0.794,0.46,169400,0.285,4.59E-06,0.197,-11.168,0.0254,97.426,0.397
41,0.000283,0.636,218946,0.904,5.03E-05,0.0997,-4.634,0.039,139.968,0.637
39,0.0327,0.651,166427,0.881,3.01E-05,0.0905,-3.904,0.0468,124.029,0.628
42,0.0724,0.63,206386,0.75,0,0.102,-5.382,0.0335,127.934,0.456
41,0.00823,0.635,167040,0.883,0.00207,0.133,-4.601,0.0315,133.051,0.942
41,0.285,0.423,165200,0.507,0,0.102,-8.6,0.0319,184.364,0.639
41,0.0129,0.543,188707,0.727,0.000113,0.302,-7.061,0.0294,104.937,0.305
42,0.743,0.617,124307,0.664,5.57E-05,0.309,-10.872,0.0379,100.826,0.884
42,0.136,0.79,235800,0.879,0.00118,0.0845,-5.698,0.0371,116.992,0.963
47,0.902,0.495,168067,0.243,3.26E-06,0.146,-11.383,0.0563,141.636,0.389
42,0.232,0.685,188467,0.581,0,0.101,-6.179,0.0456,183.895,0.718
46,0.199,0.529,203360,0.632,0,0.119,-6.432,0.0359,189.821,0.604
42,0.00212,0.577,207320,0.574,0,0.0735,-4.741,0.0386,105.015,0.196
41,0.0762,0.7,205067,0.597,6.35E-06,0.345,-6.812,0.0438,108.873,0.171
41,0.0427,0.618,209347,0.348,1.77E-05,0.164,-9.146,0.0281,105.848,0.145
53,0.366,0.617,412040,0.335,0,0.115,-15.914,0.0301,113.226,0.655
41,0.131,0.543,204747,0.545,0,0.318,-4.519,0.031,127.977,0.63
41,0.455,0.501,219731,0.687,0,0.0903,-6.415,0.0359,147.881,0.28
52,0.948,0.522,239960,0.296,0.619,0.105,-10.46,0.0302,67.012,0.399
42,0.199,0.632,220440,0.623,5.12E-06,0.252,-5.612,0.0248,128.042,0.383
