popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
41,0.649,0.481,216373,0.0758,0,0.0859,-23.435,0.0433,71.892,0.14
53,0.225,0.729,268663,0.744,0,0.112,-7.368,0.0351,146.027,0.874
45,0.602,0.573,167053,0.352,0.000185,0.229,-9.31,0.0419,90.982,0.624
46,0.216,0.618,195080,0.767,5.61E-05,0.219,-12.015,0.0307,97.522,0.964
42,0.0481,0.615,163712,0.779,0,0.23,-9.577,0.0832,147.987,0.899
41,0.00474,0.317,188667,0.621,0.000185,0.108,-4.387,0.0337,158.006,0.127
43,0.548,0.539,235733,0.564,0.000138,0.106,-8.766,0.026,76.638,0.184
41,0.282,0.468,216533,0.608,1.09E-05,0.38,-7.959,0.0302,84.009,0.313
41,0.124,0.733,190267,0.688,0,0.0569,-6.589,0.0259,126.208,0.76
40,0.672,0.501,240133,0.543,0,0.297,-8.155,0.0497,126.351,0.43
41,0.524,0.735,253627,0.642,0,0.112,-4.93,0.0283,105.979,0.482
42,0.0546,0.636,257893,0.842,0.000126,0.852,-4.778,0.0277,90.027,0.424
41,0.344,0.526,240680,0.864,0.00315,0.136,-4.19,0.0312,93.024,0.422
41,0.0402,0.624,189627,0.727,0,0.144,-8.49,0.0284,123.042,0.701
43,0.323,0.719,235333,0.781,1.33E-05,0.0927,-3.947,0.0355,105.016,0.794
41,0.0399,0.717,179293,0.761,1.54E-06,0.107,-4.803,0.0279,119.015,0.799
41,0.778,0.689,224160,0.355,0,0.162,-11.585,0.0307,127.929,0.457
41,0.15,0.498,187533,0.604,0.00127,0.108,-7.345,0.0291,141.003,0.165
46,0.464,0.621,124147,0.552,0.00135,0.0735,-6.986,0.0242,92.668,0.969
41,0.00734,0.542,180800,0.957,1.96E-05,0.185,-5.009,0.045,158,0.752
41,0.147,0.699,280000,0.696,8.56E-05,0.089,-5.249,0.0292,121.748,0.59
42,0.0605,0.629,203813,0.611,2.09E-06,0.142,-5.521,0.0273,144.032,0.371
42,0.131,0.675,220131,0.879,0,0.0773,-4.98,0.1,80.024,0.92
41,0.0118,0.452,285373,0.816,1.04E-05,0.164,-6.644,0.0314,161.861,0.452
45,0.341,0.635,189133,0.764,0.000526,0.0853,-5.381,0.0331,106.024,0.67
43,0.204,0.662,313481,0.805,0,0.196,-6.345,0.0563,136.055,0.622
43,0.313,0.499,268801,0.625,7.02E-06,0.16,-5.927,0.0292,179.832,0.594
41,0.277,0.538,233440,0.555,0,0.131,-7.612,0.0299,75.002,0.429
40,0.147,0.285,255453,0.955,0,0.363,-6.528,0.348,157.84,0.417
43,0.899,0.597,196774,0.27,8.74E-05,0.0953,-10.169,0.0295,98.566,0.347
44,0.0118,0.491,192872,0.765,0,0.284,-4.249,0.0376,168,0.702
44,0.138,0.59,196867,0.242,1.28E-05,0.123,-13.038,0.0261,75.415,0.309
42,0.903,0.449,136493,0.174,0,0.124,-12.56,0.0292,143.37,0.288
41,0.00723,0.519,206867,0.885,0,0.132,-2.386,0.0421,115.094,0.481
42,0.499,0.515,236573,0.471,4.35E-06,0.0662,-8.383,0.0471,84.643,0.151
42,0.0618,0.681,225360,0.582,0,0.193,-7.449,0.0734,86.982,0.501
48,0.483,0.554,246613,0.521,2.73E-06,0.0875,-9.527,0.0384,87.077,0.144
44,0.656,0.53,164400,0.268,0.000294,0.261,-15.137,0.0277,105.913,0.452
43,0.00886,0.671,207387,0.842,0,0.111,-4.381,0.116,150.983,0.464
42,0.0436,0.554,201587,0.795,0,0.214,-4.111,0.0285,162.039,0.631
53,0.743,0.613,150707,0.289,1.57E-06,0.0617,-16.529,0.0305,144.188,0.553
42,0.0143,0.413,235027,0.845,7.33E-05,0.0955,-5.365,0.0646,84.267,0.751
40,0.355,0.585,241000,0.653,1.03E-05,0.17,-9.388,0.0275,145.262,0.746
42,0.035,0.519,196080,0.869,0,0.227,-4,0.0462,176.041,0.713
42,0.0304,0.636,177467,0.811,1.38E-05,0.382,-5.582,0.0311,106.941,0.39
41,0.0183,0.529,168293,0.585,7.97E-06,0.348,-12.573,0.0284,146.688,0.958
43,0.544,0.61,103467,0.255,0.000178,0.0977,-11.398,0.0616,98.677,0.388
43,0.0103,0.717,215109,0.729,0,0.57,-6.17,0.0414,92.032,0.71
48,0.47,0.551,171907,0.214,0,0.141,-16.631,0.0282,75.268,0.294
43,0.296,0.719,243069,0.499,7.35E-05,0.0878,-11.157,0.219,80.029,0.542
42,0.0404,0.54,191164,0.847,0,0.26,-4.229,0.0456,140.019,0.733
42,0.206,0.55,212013,0.803,0,0.269,-3.099,0.032,77.054,0.688
41,0.223,0.748,163987,0.622,0.000165,0.122,-5.673,0.0254,103.01,0.617
42,0.471,0.713,215333,0.53,0.0323,0.0938,-13.451,0.0707,102.765,0.529
43,0.289,0.554,243800,0.818,0.000521,0.0716,-5.586,0.155,71.083,0.403
42,0.379,0.656,160467,0.679,0.0296,0.14,-10.69,0.0291,108.494,0.618
40,0.586,0.718,189253,0.761,1.04E-06,0.086,-6.835,0.0276,106.966,0.745
42,0.23,0.548,211973,0.732,0,0.105,-6,0.0378,172.033,0.438
45,0.0663,0.647,181813,0.663,0.0228,0.737,-13.974,0.0982,129.802,0.929
40,0.461,0.596,214240,0.475,3.17E-05,0.127,-11.102,0.0326,139.641,0.277
45,0.0994,0.583,198973,0.401,0.00826,0.175,-7.345,0.0302,117.944,0.229
44,0.000108,0.563,213173,0.834,0.0505,0.144,-5.628,0.0323,127.237,0.447
42,0.379,0.847,180373,0.557,0.00334,0.0972,-13.325,0.035,115.671,0.947
45,0.0372,0.415,259853,0.721,0,0.101,-6.504,0.0406,178.134,0.669
40,0.673,0.623,235827,0.403,2.26E-05,0.214,-8.425,0.0292,126.65,0.334
41,0.322,0.813,178893,0.74,2.97E-06,0.0455,-6.829,0.0906,115.405,0.924
42,0.0876,0.749,189500,0.546,0,0.259,-8.05,0.262,80.979,0.621
42,0.00262,0.467,182373,0.776,0.0006,0.064,-3.981,0.0462,128.333,0.709
42,0.551,0.76,225640,0.82,3.41E-05,0.115,-5.891,0.0282,95.996,0.896
41,0.0214,0.737,248266,0.672,3.63E-05,0.0461,-5.171,0.0267,105.006,0.817
41,0.59,0.507,207627,0.216,2.63E-05,0.11,-14.85,0.0291,147.111,0.279
42,0.195,0.647,246267,0.746,0,0.0271,-10.597,0.0437,98.991,0.946
45,0.431,0.721,167667,0.613,0.000565,0.205,-9.26,0.0302,98.477,0.812
42,0.788,0.371,188148,0.787,0,0.312,-4.41,0.238,78.709,0.811
45,0.879,0.648,194160,0.165,0.000216,0.13,-16.446,0.0348,99.585,0.435
41,0.0228,0.648,283693,0.763,0,0.0784,-4.64,0.0331,106.951,0.159
42,0.0345,0.573,195520,0.96,0,0.116,-5.973,0.0789,99.974,0.687
41,0.0364,0.809,215720,0.725,0,0.0779,-7.288,0.0811,127.987,0.909
41,0.504,0.509,279947,0.271,0.000937,0.111,-10.59,0.026,95.88,0.193
42,0.559,0.651,190733,0.527,0.00104,0.107,-12.564,0.0283,90.619,0.698
40,0.291,0.682,208840,0.483,0.000465,0.172,-9.423,0.0279,104.654,0.271
43,0.0799,0.656,216014,0.703,0,0.672,-9.465,0.0542,139.982,0.659
44,0.0752,0.415,170888,0.799,1.87E-06,0.277,-5.126,0.0329,180.161,0.775
42,0.354,0.699,211760,0.513,0.155,0.0658,-12.329,0.0278,136.194,0.728
40,0.762,0.528,225160,0.356,0,0.111,-8.129,0.0279,72.832,0.209
41,0.523,0.575,210467,0.332,0,0.101,-12.19,0.0311,135.01,0.366
44,0.718,0.644,169760,0.371,0,0.348,-14.436,0.039,82.909,0.916
42,0.108,0.617,237333,0.393,0.000582,0.0512,-15.882,0.045,102.841,0.869
41,0.441,0.63,238893,0.451,0.256,0.1,-12.337,0.0267,110.943,0.272
42,0.224,0.536,237507,0.791,0.000101,0.111,-5.958,0.0379,141.936,0.373
41,0.000527,0.534,176427,0.843,0.0381,0.116,-5.258,0.031,94.995,0.787
40,0.33,0.42,247813,0.746,0,0.098,-1.922,0.0319,139.839,0.29
40,0.0344,0.643,219520,0.449,0.000182,0.0973,-6.46,0.0252,94.071,0.28
40,0.00217,0.692,163453,0.858,4.85E-05,0.358,-4.354,0.03,125.944,0.69
41,0.235,0.558,194813,0.903,0,0.112,-3.178,0.0469,107.009,0.688
41,0.00182,0.506,179240,0.92,0,0.26,-3.982,0.0537,156.026,0.792
42,0.288,0.576,179733,0.562,0,0.0969,-8.15,0.033,89.947,0.454
49,0.00222,0.334,238947,0.477,0.000355,0.114,-8.641,0.0272,100.851,0.192
41,0.216,0.592,307733,0.378,6.39E-06,0.145,-8.832,0.0292,109.843,0.408
42,0.482,0.672,171073,0.853,0,0.172,-4.689,0.0996,149.986,0.721
42,0.219,0.565,278293,0.657,0,0.207,-8.093,0.0413,143.674,0.65
41,0.0324,0.609,202413,0.841,0,0.14,-5.442,0.0492,131.024,0.539
42,0.542,0.694,164280,0.701,0,0.128,-5.856,0.0427,85.958,0.879
53,0.000421,0.263,586400,0.828,0.018,0.232,-8.225,0.0412,99.092,0.584
44,0.345,0.724,194707,0.369,0,0.0592,-15.259,0.0422,82.941,0.86
43,0.127,0.596,249760,0.935,0,0.294,-2.412,0.0741,205.984,0.912
40,0.384,0.748,179800,0.89,0,0.0946,-5.882,0.0477,139.952,0.942
41,0.00816,0.674,282773,0.73,1.18E-05,0.326,-5.866,0.0271,116.038,0.501
40,0.357,0.516,163560,0.903,0,0.0724,-7.473,0.0536,172.999,0.812
41,0.0172,0.484,164440,0.935,0,0.123,-3.679,0.0781,180.128,0.916
41,0.259,0.442,190813,0.921,0,0.163,-2.344,0.0635,178.124,0.601
41,0.00391,0.754,232290,0.778,0,0.279,-5.536,0.0603,132.013,0.943
43,0.0957,0.617,248893,0.596,2.70E-05,0.335,-5.454,0.0234,105.549,0.357
44,0.695,0.595,176256,0.33,0.0241,0.0958,-14.101,0.027,86.521,0.516
46,0.335,0.705,138733,0.359,0,0.0968,-15.388,0.0649,125.31,0.837
41,0.0617,0.518,220067,0.787,0,0.243,-5.58,0.0521,184.911,0.913
41,0.00563,0.644,183507,0.842,0,0.289,-4.09,0.0328,134.058,0.684
40,0.208,0.42,227307,0.819,0,0.206,-2.557,0.0407,164.014,0.657
48,0.828,0.552,141467,0.336,0,0.324,-10.712,0.0311,105.479,0.553
44,0.164,0.393,171867,0.508,2.59E-05,0.259,-10.636,0.0287,97.107,0.55
42,0.179,0.753,241456,0.839,0,0.348,-5.369,0.0388,101.976,0.725
52,0.0257,0.661,188840,0.66,0.00977,0.256,-9.061,0.0373,120.617,0.814
41,0.0352,0.62,201867,0.912,0,0.349,-3.891,0.0595,116.561,0.452
40,0.569,0.584,228413,0.353,6.39E-05,0.152,-12.982,0.0261,79.535,0.182
43,0.484,0.702,172453,0.681,1.26E-06,0.0903,-7.018,0.032,95.009,0.527
42,0.462,0.568,209787,0.522,1.34E-06,0.15,-10.695,0.0538,74.102,0.647
42,0.0347,0.296,254213,0.725,0,0.0881,-5.466,0.0461,113.031,0.247
41,0.186,0.673,202027,0.613,0.000898,0.153,-7.686,0.0266,129.986,0.468
42,0.0593,0.717,277387,0.684,0,0.203,-7.443,0.228,139.99,0.466
42,0.00019,0.563,295053,0.874,0.012,0.19,-5.417,0.0328,134.06,0.735
41,0.0679,0.708,271853,0.619,6.73E-06,0.0837,-6.611,0.0258,106.935,0.568
40,0.0073,0.684,205573,0.921,0,0.1,-4.296,0.05,125.983,0.681
42,0.67,0.71,296027,0.452,0,0.105,-8.895,0.0417,111.88,0.587
43,0.0555,0.678,160000,0.595,0,0.372,-8.281,0.0462,90.004,0.556
41,0.0364,0.487,169067,0.779,0,0.167,-5.547,0.0362,169.967,0.619
41,0.0101,0.559,200600,0.84,0.0017,0.333,-3.997,0.0321,105.943,0.77
43,0.771,0.538,229360,0.305,0.000134,0.113,-13.952,0.0287,86.477,0.259
42,0.0123,0.711,178440,0.938,0.000968,0.136,-3.187,0.0309,116.971,0.936
40,0.0239,0.491,208200,0.722,2.83E-05,0.07,-5.454,0.036,134.029,0.392
51,0.349,0.55,358773,0.387,0.307,0.206,-7.923,0.0287,113.996,0.213
44,0.704,0.604,183373,0.286,0,0.0925,-8.975,0.0314,104.026,0.57
40,0.059,0.613,223267,0.628,0,0.0908,-5.379,0.0268,102.934,0.264
44,0.535,0.748,245226,0.436,1.35E-05,0.11,-10.759,0.0641,88.557,0.722
40,0.00125,0.523,242120,0.716,0.00128,0.119,-4.608,0.0418,121.981,0.261
40,0.608,0.25,254880,0.48,6.24E-06,0.108,-7.355,0.0317,84.206,0.0404
40,0.0982,0.519,226439,0.669,1.36E-06,0.215,-5.159,0.0297,122.93,0.494
45,0.00242,0.52,226850,0.765,0.000777,0.0886,-9.108,0.0269,126.519,0.876
43,0.226,0.567,161239,0.767,0,0.11,-3.904,0.119,80.105,0.679
40,0.749,0.528,193880,0.339,0,0.0976,-7.99,0.0249,85.082,0.218
40,0.0228,0.603,222893,0.86,4.27E-06,0.463,-6.82,0.0332,140.768,0.947
42,0.184,0.786,238280,0.883,0,0.0948,-3.55,0.217,125.04,0.684
41,0.0937,0.719,183747,0.792,0,0.0869,-4.958,0.0389,96.999,0.517
40,0.0957,0.392,200333,0.755,2.74E-05,0.296,-3.838,0.045,151.939,0.367
40,0.13,0.701,208347,0.67,0,0.107,-5.866,0.0251,97.021,0.654
40,0.168,0.588,238707,0.728,0,0.163,-5.34,0.0304,77.972,0.341
40,0.0961,0.528,254400,0.392,1.42E-06,0.0774,-13.57,0.0302,142.352,0.279
42,0.00848,0.638,206614,0.863,0,0.0604,-5.452,0.0544,92.001,0.788
40,0.0596,0.503,199227,0.791,0,0.0927,-5.31,0.0346,141.825,0.519
40,0.112,0.535,269107,0.829,0,0.683,-4.432,0.0526,145.87,0.712
41,0.296,0.406,181840,0.578,0,0.0737,-6.781,0.0382,147.188,0.178
52,0.281,0.575,185827,0.412,0,0.0973,-12.685,0.0387,123.172,0.396
49,0.192,0.713,174107,0.927,0,0.118,-4.473,0.0554,141.966,0.807
50,0.152,0.622,217800,0.699,0,0.572,-4.954,0.0344,120.006,0.752
46,0.866,0.549,173213,0.275,0.000479,0.0778,-13.941,0.0288,122.476,0.365
41,0.134,0.799,244200,0.589,0,0.129,-6.296,0.0697,136.045,0.599
47,0.144,0.539,190027,0.841,2.56E-05,0.159,-3.595,0.0469,88.976,0.507
41,0.76,0.317,245173,0.199,2.14E-05,0.0745,-12.597,0.0385,206.364,0.12
40,0.376,0.605,238481,0.731,1.34E-06,0.698,-6.224,0.104,91.789,0.672
40,0.379,0.49,285707,0.799,0.000213,0.944,-8.825,0.0581,138.04,0.445
40,0.719,0.738,131400,0.557,2.88E-06,0.0736,-9.816,0.042,97.762,0.761
40,0.00152,0.494,290307,0.715,0.00196,0.104,-5.86,0.0342,81.237,0.254
41,0.0276,0.469,183040,0.939,0,0.816,-5.195,0.108,173.827,0.328
40,0.849,0.348,237227,0.0834,6.12E-06,0.123,-16.06,0.0299,82.98,0.138
42,0.263,0.498,229599,0.619,1.42E-05,0.108,-5.939,0.0297,145.384,0.569
43,0.421,0.667,243563,0.402,0,0.138,-10.46,0.175,92.836,0.153
50,0.000354,0.272,204402,0.908,0.0362,0.18,-7.928,0.103,160.913,0.38
40,0.217,0.595,239373,0.635,0,0.195,-6.248,0.0303,77.962,0.78
41,0.348,0.365,193662,0.562,3.43E-05,0.229,-5.923,0.0303,90.062,0.467
41,0.916,0.426,234280,0.0985,0,0.17,-10.76,0.0386,131.158,0.156
44,0.75,0.652,167413,0.633,0,0.63,-9.692,0.159,164.988,0.9
57,0.245,0.56,299685,0.959,0.652,0.531,-5.493,0.0652,103.006,0.618
41,0.006,0.573,169877,0.612,0,0.0499,-7.432,0.0306,142.138,0.629
40,0.718,0.775,180547,0.519,2.59E-06,0.0856,-10.697,0.262,145.86,0.746
41,0.0136,0.675,205573,0.908,0.000987,0.169,-3.692,0.0706,92.977,0.932
43,0.714,0.825,201827,0.532,0.000312,0.195,-10.169,0.0341,116.207,0.778
40,0.388,0.612,156840,0.73,1.71E-05,0.305,-9.446,0.054,169.771,0.898
41,0.897,0.542,174973,0.231,1.80E-05,0.129,-10.876,0.0286,87.419,0.152
41,0.119,0.722,183200,0.81,7.13E-06,0.377,-7.463,0.0336,123.272,0.561
42,0.00657,0.736,241440,0.652,0,0.23,-5.193,0.0871,130.034,0.584
40,0.31,0.702,143600,0.797,0,0.356,-6.496,0.0444,130.016,0.85
44,0.15,0.564,269693,0.404,7.61E-05,0.147,-11.599,0.0283,127.886,0.328
42,0.121,0.508,169420,0.759,0,0.0869,-4.716,0.0299,183.985,0.694
42,0.0625,0.321,515333,0.797,0.0191,0.0828,-7.136,0.0406,203.942,0.728
42,0.0717,0.729,243250,0.831,0,0.36,-5.038,0.117,140.121,0.69
41,0.132,0.684,177987,0.805,0,0.215,-3.924,0.277,175.941,0.762
40,0.159,0.562,220200,0.836,0.000445,0.268,-9.344,0.0385,165.489,0.965
47,0.26,0.495,183933,0.307,5.21E-05,0.103,-18.168,0.0403,80.97,0.802
52,0.0155,0.52,174133,0.678,0,0.0451,-4.862,0.0482,177.127,0.397
42,0.00145,0.615,223660,0.762,0,0.129,-3.645,0.0354,121.012,0.65
41,0.0321,0.432,319493,0.683,0.0789,0.112,-5.51,0.0305,153.798,0.307
41,0.0905,0.517,290853,0.811,6.14E-05,0.287,-6.002,0.0333,121.767,0.563
41,0.0218,0.489,203947,0.856,0,0.38,-4.725,0.0609,139.784,0.476
43,0.838,0.581,239800,0.157,3.54E-05,0.103,-16.908,0.0692,80.074,0.473
48,0.833,0.532,336000,0.288,0.000254,0.119,-11.976,0.0363,76.989,0.387
40,0.0455,0.576,203853,0.68,0.000228,0.115,-5.366,0.0317,140.116,0.652
43,0.508,0.663,211640,0.668,0,0.135,-4.787,0.0278,104.035,0.329
47,0.726,0.456,379333,0.251,0.0104,0.108,-11.608,0.0292,74.907,0.216
42,0.295,0.814,160814,0.631,0,0.336,-8.441,0.0339,115.032,0.418
49,0.0126,0.599,194182,0.796,0,0.429,-4.706,0.0363,109.99,0.85
41,0.628,0.573,257800,0.302,0,0.138,-15.009,0.0454,71.95,0.566
41,0.476,0.469,199413,0.361,0,0.101,-11.257,0.035,74.524,0.146
45,0.659,0.405,245507,0.374,4.15E-05,0.103,-10.118,0.0339,82.302,0.194
42,0.00352,0.699,185213,0.854,0,0.386,-5.713,0.0342,132.039,0.56
42,0.887,0.628,222000,0.216,6.17E-06,0.129,-8.81,0.0296,138.038,0.337
42,0.00412,0.492,192150,0.816,2.17E-06,0.155,-5.268,0.0544,94.7,0.582
40,0.113,0.545,196760,0.835,0,0.215,-4.604,0.103,155.914,0.681
44,0.0514,0.622,249893,0.804,0,0.046,-4.845,0.0429,96.969,0.537
44,0.63,0.534,256333,0.426,5.58E-06,0.203,-11.536,0.0286,149.944,0.431
40,0.0101,0.758,232007,0.544,0.000125,0.911,-7.057,0.0679,114.019,0.791
42,0.0165,0.566,204261,0.835,0,0.0608,-4.903,0.0943,159.809,0.926
42,0.886,0.683,209227,0.201,0.00107,0.115,-12.436,0.0322,112.648,0.262
41,0.743,0.633,421733,0.378,0.025,0.0763,-11.068,0.0417,118.091,0.0395
40,0.0968,0.602,219200,0.569,0,0.104,-8.987,0.023,95.022,0.196
52,0.135,0.678,196933,0.621,0.000468,0.207,-13.454,0.0537,120.7,0.804
40,0.239,0.324,223200,0.514,4.97E-06,0.107,-6.228,0.0338,184.975,0.216
41,0.408,0.46,230093,0.671,9.63E-06,0.119,-4.938,0.0353,178.204,0.458
44,0.697,0.577,187560,0.27,0,0.273,-10.689,0.0273,88.072,0.545
41,0.219,0.652,171440,0.654,0,0.09,-6.43,0.027,92.01,0.752
40,0.109,0.579,199750,0.728,4.71E-06,0.133,-6.459,0.0315,83.582,0.686
41,0.436,0.596,207973,0.868,0,0.137,-3.552,0.0517,148.155,0.869
40,0.601,0.718,144360,0.378,1.81E-05,0.0525,-15.851,0.0352,118.989,0.961
45,0.141,0.772,270027,0.761,0,0.0813,-8.271,0.0358,120.058,0.868
39,0.187,0.444,229387,0.673,1.15E-05,0.0836,-5.075,0.0324,141.876,0.276
39,0.0222,0.596,217960,0.892,0.00198,0.0973,-3.62,0.0404,103.013,0.453
40,0.0358,0.464,240733,0.887,0,0.118,-3.189,0.192,167.937,0.638
41,0.308,0.613,235133,0.776,0,0.109,-7.027,0.0354,152.996,0.515
40,0.0122,0.353,205587,0.874,0,0.0979,-5.058,0.101,173.947,0.41
41,0.0911,0.629,255667,0.742,1.35E-05,0.0541,-5.957,0.0256,97.018,0.412
41,0.0304,0.64,178760,0.939,0,0.31,-3.537,0.0677,138.922,0.857
41,0.067,0.611,184100,0.674,0,0.0952,-6.981,0.0322,125.978,0.467
40,0.919,0.344,233613,0.263,0,0.109,-10.521,0.0315,79.786,0.352
55,0.0829,0.633,201507,0.405,0.324,0.139,-10.494,0.0336,81.074,0.562
44,0.0385,0.391,283973,0.753,1.16E-05,0.17,-5.25,0.0341,155.983,0.294
41,0.0281,0.664,186920,0.518,4.78E-06,0.302,-10.245,0.0259,105.004,0.477
42,0.143,0.659,183493,0.709,2.69E-05,0.0732,-13.361,0.0673,108.892,0.822
41,0.0235,0.574,237387,0.87,0,0.131,-3.111,0.0421,136.004,0.552
40,0.113,0.408,220560,0.731,0.0034,0.138,-7.171,0.0359,153.813,0.326
39,0.78,0.591,199960,0.288,0.000908,0.14,-12.312,0.0279,100.801,0.153
42,0.00183,0.644,236933,0.818,0.000116,0.321,-5.109,0.0332,125.027,0.517
48,0.248,0.428,230267,0.493,0.00756,0.163,-11.521,0.0268,79.464,0.549
42,0.211,0.659,225387,0.786,0,0.0854,-5.583,0.0279,115.282,0.779
42,0.0223,0.572,194587,0.882,0,0.0742,-4.224,0.0376,129.082,0.675
40,0.233,0.631,181360,0.68,0,0.175,-5.181,0.0252,107.72,0.486
40,0.00248,0.449,206413,0.792,1.08E-05,0.382,-5.24,0.0276,80.033,0.592
40,0.249,0.622,212307,0.784,0,0.121,-4.576,0.0342,115.958,0.727
41,0.0709,0.57,161040,0.715,0,0.0745,-3.399,0.044,148.032,0.831
42,0.0214,0.667,225347,0.88,0,0.133,-4.518,0.039,83.02,0.573
40,0.773,0.601,310960,0.327,0,0.0814,-8.872,0.0321,126.009,0.324
41,0.0645,0.547,204539,0.787,2.31E-06,0.1,-6.166,0.0392,84.968,0.439
40,0.0148,0.64,177173,0.91,0,0.42,-4.163,0.0514,104.982,0.585
44,0.0732,0.293,206893,0.874,0,0.18,-0.521,0.0504,177.484,0.397
42,0.183,0.702,213184,0.569,0.0284,0.123,-7.186,0.0454,107.011,0.389
55,0.0224,0.647,233573,0.69,0,0.147,-8.657,0.0454,117.514,0.682
41,0.0849,0.663,222427,0.561,4.79E-05,0.0725,-7.971,0.0248,102.911,0.605
40,0.768,0.824,203747,0.386,0.000188,0.0856,-10.365,0.0364,126.072,0.803
39,0.337,0.638,232133,0.847,4.06E-06,0.0725,-2.574,0.0465,101.013,0.658
52,0.434,0.653,238147,0.437,6.74E-05,0.0689,-12.641,0.028,96.469,0.63
43,0.174,0.471,156640,0.672,0,0.054,-5.741,0.0369,202.998,0.95
41,0.0525,0.524,327093,0.739,0.000101,0.0629,-6.203,0.0303,98.034,0.27
39,0.287,0.645,182080,0.951,0,0.47,-2.632,0.0714,115.008,0.739
40,0.294,0.515,226947,0.726,2.30E-05,0.141,-7.645,0.0397,177.042,0.541
44,0.00492,0.596,184080,0.922,2.88E-06,0.269,-6.091,0.0458,96.979,0.745
42,0.659,0.534,214253,0.429,0,0.109,-8.376,0.0273,131.835,0.311
48,0.232,0.54,217840,0.556,7.75E-06,0.143,-6.822,0.0423,123.361,0.386
42,0.402,0.589,233907,0.382,1.23E-06,0.116,-12.332,0.0249,75.497,0.218
40,0.349,0.493,224387,0.671,0,0.089,-4.953,0.039,138.406,0.154
40,0.0799,0.544,220347,0.623,0,0.134,-4.206,0.025,79.017,0.27
52,0.799,0.539,197328,0.429,2.35E-05,0.833,-9.788,0.0301,137.694,0.521
40,0.0822,0.684,185360,0.661,0,0.217,-5.331,0.0273,111.24,0.653
42,0.00354,0.602,215960,0.724,0,0.316,-5.787,0.0394,122.941,0.158
40,0.00444,0.665,184547,0.768,1.87E-05,0.624,-2.688,0.0365,110.015,0.888
40,0.0332,0.54,222867,0.697,0,0.245,-5.285,0.0273,137.773,0.432
42,0.516,0.613,217947,0.426,0,0.131,-6.418,0.0289,129.644,0.129
45,0.956,0.61,164400,0.172,0.000157,0.107,-16.224,0.0311,132.878,0.527
40,0.805,0.426,185907,0.481,0,0.112,-7.553,0.0647,68.469,0.487
55,0.158,0.62,351000,0.529,0,0.228,-7.976,0.0306,103.18,0.63
47,0.000671,0.519,310267,0.453,0.00166,0.133,-12.45,0.0401,134.844,0.921
40,0.145,0.658,177693,0.627,0,0.296,-7.227,0.0293,108.324,0.711
42,0.0551,0.698,194454,0.843,0,0.126,-4.727,0.107,90.033,0.305
41,0.587,0.617,209427,0.567,0,0.106,-5.75,0.0549,128.151,0.593
47,0.00611,0.776,289440,0.683,0.00448,0.131,-9.133,0.0762,116.007,0.301
39,0.454,0.706,201760,0.551,0.00934,0.272,-8.474,0.0241,104.513,0.474
49,0.37,0.563,249173,0.756,1.55E-05,0.114,-7.916,0.0565,105.121,0.624
41,0.0386,0.609,171966,0.712,0,0.106,-7.213,0.0254,100.026,0.621
40,0.332,0.626,169507,0.55,0,0.0656,-7.483,0.0279,148.025,0.159
43,0.0233,0.518,225162,0.669,1.34E-05,0.164,-5.027,0.0349,128.354,0.358
48,0.183,0.614,196960,0.489,9.33E-06,0.119,-10.277,0.0404,146.064,0.244
41,0.0347,0.603,209053,0.769,0,0.238,-4.654,0.0435,144.143,0.651
41,0.0378,0.521,175827,0.822,6.04E-05,0.0615,-5.802,0.0433,178.076,0.944
41,0.218,0.729,223840,0.666,0.00032,0.34,-10.212,0.0297,120.296,0.882
40,0.181,0.572,179800,0.935,0,0.915,-5.807,0.0758,142.529,0.532
40,0.0771,0.493,221440,0.735,0,0.107,-6.012,0.0432,164.059,0.626
47,0.518,0.519,169933,0.319,9.05E-06,0.096,-13.142,0.0287,121.647,0.473
40,0.15,0.531,199599,0.696,0.00016,0.36,-6.729,0.0258,163.912,0.488
49,0.359,0.604,214973,0.204,0.0829,0.111,-22.191,0.0316,167.335,0.805
43,0.658,0.503,254052,0.242,2.07E-06,0.36,-8.743,0.028,75.943,0.333
41,0.257,0.567,175773,0.725,0,0.323,-4.784,0.0321,109.923,0.568
41,0.275,0.566,206453,0.541,0.00041,0.204,-7.25,0.0263,139.907,0.2
46,0.0707,0.407,190053,0.602,0,0.296,-8.727,0.0417,87.319,0.616
50,0.011,0.672,173933,0.5,0.012,0.287,-18.39,0.0445,105.357,0.962
47,0.0922,0.375,261173,0.599,0,0.2,-12.022,0.199,126.822,0.62
44,0.623,0.625,170400,0.425,0,0.346,-11.805,0.0424,91.079,0.778
46,0.918,0.522,192573,0.268,0,0.108,-11.884,0.032,126.89,0.343
52,0.435,0.38,313405,0.685,0.00129,0.137,-6.244,0.038,128.449,0.331
43,0.524,0.869,177289,0.498,0,0.0924,-9.277,0.057,129.987,0.459
42,0.292,0.473,268373,0.536,0,0.107,-8.517,0.0251,82.769,0.216
41,0.618,0.593,220213,0.679,1.04E-05,0.171,-5.297,0.0329,89.188,0.574
41,0.106,0.601,175707,0.686,2.08E-06,0.279,-5.885,0.0278,129.851,0.386
45,0.748,0.594,272027,0.325,0.0058,0.0857,-17.137,0.0324,135.229,0.254
42,0.00471,0.544,234133,0.901,0.00688,0.13,-4.412,0.0522,123.766,0.483
